RGM.401854	LiveScience	tba	Schedel Deinotherium	Draadbaan	Draadbaan	Op de vloer, achter stier Herman	FALSE	Schedel Deinotherium	Draadbaan	Op de vloer, achter stier Herman	FALSE																															
RGM.401860	Dinos	n/a	Platecarpus ictericus NB: nu gesynonymiseerd met tympaniticus	Draadbaan	Draadbaan	tba	FALSE																								Platecarpus ictericus NB: nu gesynonymiseerd met tympaniticus	Draadbaan	tba	FALSE								
RGM.401863	Dinos	n/a	Dicynodon sp.	Draadbaan	Draadbaan	03.01.1	TRUE																								Dicynodon sp.	Draadbaan	03.01.1	TRUE								
RGM.401870	Dinos	n/a	Edmontosaurus annectens	Draadbaan	Draadbaan	tba	FALSE																								Edmontosaurus annectens	Draadbaan	tba	FALSE								
RGM.401880	Dinos	n/a	Coloborhynchus spielbergi 	Draadbaan	Draadbaan	03.02.02-0.3	FALSE																								Coloborhynchus spielbergi 	Draadbaan	03.02.02-0.3	FALSE								
RGM.401881	IJstijd	CC2	Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.401890	Dinos	n/a	Camarasaurus supremus	Extern	extern		FALSE																								Camarasaurus supremus	extern		FALSE								
RGM.401958	IJstijd		Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.401959	IJstijd		Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.401960	IJstijd		Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.401964	IJstijd		Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.401969	IJstijd		Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.401990	IJstijd	CC2.3	Mammuthus primigenius	Toren	toren	15/16 4-3-5 V61303 31	FALSE																																Mammuthus primigenius	toren	15/16 4-3-5 V61303 31	FALSE
RGM.401991	IJstijd	CC2.3	Mammuthus primigenius	Toren	toren	15/16 4-3-5 V61303 31	FALSE																																Mammuthus primigenius	toren	15/16 4-3-5 V61303 31	FALSE
RGM.401993	IJstijd	CC2.3	Mammuthus primigenius	Toren	toren	15/16 4-6-2 V61302 29	FALSE																																Mammuthus primigenius	toren	15/16 4-6-2 V61302 29	FALSE
RGM.401995	IJstijd	CC2.3	Mammuthus primigenius	Toren	toren	15/16 4-6-2 V61302 29	FALSE																																Mammuthus primigenius	toren	15/16 4-6-2 V61302 29	FALSE
RGM.401996	IJstijd	CC2.3	Mammuthus primigenius	Toren	toren	15/16 4-6-1 V61302 30	FALSE																																Mammuthus primigenius	toren	15/16 4-6-1 V61302 30	FALSE
RGM.40330	IJstijd	AA4.1	Coelodonta antiquitatis	Toren			FALSE																																Coelodonta antiquitatis			FALSE
RGM.40618	IJstijd	BB5.2	Megaloceros giganteus	Toren			FALSE																																Megaloceros giganteus			FALSE
RGM.41519	IJstijd	AA6.1	Felis catus	Toren			FALSE																																Felis catus			FALSE
RGM.416798	Dood	808.P.002	tba	Draadbaan	Draadbaan	04.11.2	TRUE																				tba	Draadbaan	04.11.2	TRUE												
RGM.416883	Dood	808.P.002	tba	Draadbaan	Draadbaan	04.07.3	TRUE																				tba	Draadbaan	04.07.3	TRUE												
RGM.419326	LiveScience	tba	Grafiet	Toren	Toren	17 rechts, all the way at the end, against the back wall	FALSE	Grafiet	Toren	17 rechts, all the way at the end, against the back wall	FALSE																															
RGM.419504	Dood	808.P.002	tba	Draadbaan	Draadbaan	04.11.2	TRUE																				tba	Draadbaan	04.11.2	TRUE												
RGM.420674	Dood	808.P.002	tba	Toren	Toren		FALSE																				tba	Toren		FALSE												
RGM.421670	Dood	808.P.013	tba	Toren	Toren		FALSE																				tba	Toren		FALSE												
RGM.421671	LiveScience	tba	Barnsteen met insect	Extern	TBA	TBA (navragen bij Arike)	FALSE	Barnsteen met insect	TBA	TBA (navragen bij Arike)	FALSE																															
RGM.443825	Dinos	n/a	Nothosaurus winkelhorsti	Toren	Toren		FALSE																								Nothosaurus winkelhorsti	Toren		FALSE								
RGM.443858	Dinos	n/a	Anarosaurus sp.	Draadbaan	Draadbaan	tba	TRUE																								Anarosaurus sp.	Draadbaan	tba	TRUE								
RGM.445010	IJstijd	CC2.2	Mammuthus primigenius	Toren	toren	15/16 5-5-2 V61313 23	FALSE																																Mammuthus primigenius	toren	15/16 5-5-2 V61313 23	FALSE
RGM.445011	IJstijd	CC2.2	Mammuthus primigenius	Toren	toren	15/16 5-5-2 V61313 23	FALSE																																Mammuthus primigenius	toren	15/16 5-5-2 V61313 23	FALSE
RGM.445058	IJstijd	DD5.3	Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.445059	IJstijd	DD5.3	Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.445069	IJstijd	DD6.1	Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.445070	IJstijd	CC2.2	Mammuthus primigenius	Toren	toren	15/16 5-5-1 V61313 24	FALSE																																Mammuthus primigenius	toren	15/16 5-5-1 V61313 24	FALSE
RGM.445087	IJstijd	DD3.2	Crocuta spelaea	Toren			FALSE																																Crocuta spelaea			FALSE
RGM.445088	IJstijd	DD3.2	Crocuta spelaea	Toren			FALSE																																Crocuta spelaea			FALSE
RGM.445089	IJstijd	BB5.2	Megaloceros giganteus	Toren			FALSE																																Megaloceros giganteus			FALSE
RGM.445090	IJstijd	DD5.1	Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.445095	IJstijd	DD5.1	Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.445105	IJstijd	CC2.3	Mammuthus primigenius	Toren	toren	15/16 4-6-1 V61302 30	FALSE																																Mammuthus primigenius	toren	15/16 4-6-1 V61302 30	FALSE
RGM.445106	IJstijd	CC2.3	Mammuthus primigenius	Toren	toren	15/16 4-6-1 V61302 30	FALSE																																Mammuthus primigenius	toren	15/16 4-6-1 V61302 30	FALSE
RGM.445107	IJstijd	CC2.3	Mammuthus primigenius	Toren	toren	15/16 4-6-1 V61302 30	FALSE																																Mammuthus primigenius	toren	15/16 4-6-1 V61302 30	FALSE
RGM.445108	IJstijd	CC2.3	Mammuthus primigenius	Toren	toren	15/16 4-6-1 V61302 30	FALSE																																Mammuthus primigenius	toren	15/16 4-6-1 V61302 30	FALSE
RGM.445117	IJstijd	CC4.2	Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.445138	IJstijd	CC4.2	Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.445139	Dood	808.P.006	Mammuthus primigenius	Draadbaan	Draadbaan	04.09.2	TRUE																				Mammuthus primigenius	Draadbaan	04.09.2	TRUE												
RGM.445159	IJstijd	DD6.1	Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.445160	IJstijd	DD6.1	Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.445161	IJstijd	DD6.1	Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.445162	IJstijd	DD6.1	Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.445163	IJstijd	DD6.1	Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.445164	IJstijd	DD6.1	Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.445191	IJstijd	CC2.2	Mammuthus primigenius	Toren	toren	15/16 5-3-6 V61312 30	FALSE																																Mammuthus primigenius	toren	15/16 5-3-6 V61312 30	FALSE
RGM.445199	IJstijd	CC2.2	Mammuthus primigenius	Toren	toren	15/16 5-3-5 V61312 31	FALSE																																Mammuthus primigenius	toren	15/16 5-3-5 V61312 31	FALSE
RGM.445202	IJstijd	CC2.2	Mammuthus primigenius	Toren	toren	15/16 5-5-1 V61313 24	FALSE																																Mammuthus primigenius	toren	15/16 5-5-1 V61313 24	FALSE
RGM.445203	IJstijd	CC2.2	Mammuthus primigenius	Toren	toren	15/16 5-5-1 V61313 24	FALSE																																Mammuthus primigenius	toren	15/16 5-5-1 V61313 24	FALSE
RGM.445279	IJstijd	DD5.1	Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.445374	IJstijd	BB8.3	Bison priscus	Draadbaan	Draadbaan	03.06.2	TRUE																																Bison priscus	Draadbaan	03.06.2	TRUE
RGM.445380	IJstijd	CC2.3	Mammuthus primigenius	Toren	toren	15/16 4-4-2 V61303 20	TRUE																																Mammuthus primigenius	toren	15/16 4-4-2 V61303 20	TRUE
RGM.445381	IJstijd	CC2.3	Mammuthus primigenius	Toren	toren	15/16 4-5-6 V61303 32	FALSE																																Mammuthus primigenius	toren	15/16 4-5-6 V61303 32	FALSE
RGM.445382	IJstijd	AA3.1	Coelodonta antiquitatis	Draadbaan	Draadbaan	03.08.3	TRUE																																Coelodonta antiquitatis	Draadbaan	03.08.3	TRUE
RGM.445385	IJstijd	DD6.1	Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.445530	Dinos	n/a	Nothosaurus marchicus	Toren	Toren		FALSE																								Nothosaurus marchicus	Toren		FALSE								
RGM.445617	IJstijd	DD3.2	Crocuta spelaea	Toren			FALSE																																Crocuta spelaea			FALSE
RGM.445618	IJstijd	DD3.2	Crocuta spelaea	Toren			FALSE																																Crocuta spelaea			FALSE
RGM.445835	IJstijd	DD3.2	Panthera spelaea	Toren			FALSE																																Panthera spelaea			FALSE
RGM.445836	IJstijd	DD3.2	Crocuta spelaea	Toren			FALSE																																Crocuta spelaea			FALSE
RGM.445837	IJstijd	DD3.2	Crocuta spelaea	Toren			FALSE																																Crocuta spelaea			FALSE
RGM.445912	Dinos	n/a	Nothosaurus marchicus	Toren	Toren		FALSE																								Nothosaurus marchicus	Toren		FALSE								
RGM.447150	IJstijd	CC2.2	Mammuthus primigenius	Toren	toren	15/16 5-3-5 V61312 31	FALSE																																Mammuthus primigenius	toren	15/16 5-3-5 V61312 31	FALSE
RGM.447315	IJstijd	BB4.1	Megaloceros giganteus	Toren			FALSE																																Megaloceros giganteus			FALSE
RGM.447636	IJstijd	BB1	Homotherium latidens	Draadbaan	Draadbaan	03.12.3	FALSE																																Homotherium latidens	Draadbaan	03.12.3	FALSE
RGM.447637	IJstijd	BB1	Homotherium latidens	Toren			FALSE																																Homotherium latidens			FALSE
RGM.448383	IJstijd	DD3.2	Panthera spelaea	Toren			FALSE																																Panthera spelaea			FALSE
RGM.448384	IJstijd	DD3.2	Panthera spelaea	Toren			FALSE																																Panthera spelaea			FALSE
RGM.448385	IJstijd	DD3.2	Panthera spelaea	Toren			FALSE																																Panthera spelaea			FALSE
RGM.449018	IJstijd	DD5.1	Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.449038	IJstijd	DD5.1	Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.449040	IJstijd	DD5.1	Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.449042	IJstijd	DD5.1	Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.449284	IJstijd	AA4.1	Coelodonta antiquitatis	Toren			FALSE																																Coelodonta antiquitatis			FALSE
RGM.449367	IJstijd	AA4.1	Coelodonta antiquitatis	Toren			FALSE																																Coelodonta antiquitatis			FALSE
RGM.449385	IJstijd	BB5.2	Megaloceros giganteus	Toren			FALSE																																Megaloceros giganteus			FALSE
RGM.449386	IJstijd	BB5.2	Megaloceros giganteus	Toren			FALSE																																Megaloceros giganteus			FALSE
RGM.449387	IJstijd	BB5.2	Megaloceros giganteus	Toren			FALSE																																Megaloceros giganteus			FALSE
RGM.449388	IJstijd	BB5.2	Megaloceros giganteus	Toren			FALSE																																Megaloceros giganteus			FALSE
RGM.449486	Dinos	n/a	ER UIT	Toren	Toren		FALSE																								ER UIT	Toren		FALSE								
RGM.449487	Dinos	n/a	Nothosaurus marchicus & Saurosphargis sp.	Draadbaan	Draadbaan	04.02.1	FALSE																								Nothosaurus marchicus & Saurosphargis sp.	Draadbaan	04.02.1	FALSE								
RGM.449899	IJstijd	DD5.1	Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.449907	IJstijd	DD5.1	Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.449908	IJstijd	DD5.1	Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.449918	IJstijd	CC2	Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.449919	IJstijd	CC2	Mammuthus primigenius	Toren	toren	?	FALSE																																Mammuthus primigenius	toren	?	FALSE
RGM.450046	LiveScience	tba	Schedel en slagtanden Mastodon (coll. Camper)	Toren	Toren	15L	FALSE	Schedel en slagtanden Mastodon (coll. Camper)	Toren	15L	FALSE																															
RGM.450124	Dinos	n/a	Iguanodon sp.?	Toren	Toren		FALSE																								Iguanodon sp.?	Toren		FALSE								
RGM.450125	Dinos	n/a	Iguanodon sp.?	Toren	Toren		FALSE																								Iguanodon sp.?	Toren		FALSE								
RGM.450127	Dinos	n/a	Anomoepeus pienkovskii	Toren	Toren		FALSE																								Anomoepeus pienkovskii	Toren		FALSE								
RGM.450128	Dood	808.P.013	Anomoepus pienkovskii	Toren	Toren		FALSE																				Anomoepus pienkovskii	Toren		FALSE												
RGM.450182	IJstijd	DD6.1	Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.450184	IJstijd	DD6.1	Mammuthus primigenius	Toren	toren		FALSE																																Mammuthus primigenius	toren		FALSE
RGM.450224	IJstijd	AA7.4	Hippopotamus sp.	Toren	toren	15/17 2-7-1 Doos 7	FALSE																																Hippopotamus sp.	toren	15/17 2-7-1 Doos 7	FALSE
RGM.450227	IJstijd	DD3.2	Panthera spelaea	Toren			FALSE																																Panthera spelaea			FALSE
RGM.450266	IJstijd	DD3.2	Crocuta spelaea	Toren			FALSE																																Crocuta spelaea			FALSE
RGM.450268	IJstijd	DD3.2	Crocuta spelaea	Toren			FALSE																																Crocuta spelaea			FALSE
RGM.450269	IJstijd	DD3.2	Crocuta spelaea	Toren			FALSE																																Crocuta spelaea			FALSE
RGM.450270	IJstijd	DD3.2	Crocuta spelaea	Toren			FALSE																																Crocuta spelaea			FALSE
RGM.450271	IJstijd	DD3.2	Crocuta spelaea	Toren			FALSE																																Crocuta spelaea			FALSE
RGM.450272	IJstijd	DD3.2	Crocuta spelaea	Toren			FALSE																																Crocuta spelaea			FALSE
RGM.450273	IJstijd	DD3.2	Crocuta spelaea	Toren			FALSE																																Crocuta spelaea			FALSE
RGM.450274	IJstijd	DD3.2	Crocuta spelaea	Toren			FALSE																																Crocuta spelaea			FALSE
RGM.450275	IJstijd	DD3.2	Crocuta spelaea	Toren			FALSE																																Crocuta spelaea			FALSE
RGM.450276	IJstijd	DD3.2	Crocuta spelaea	Toren			FALSE																																Crocuta spelaea			FALSE
RGM.450277	IJstijd	DD3.2	Crocuta spelaea	Toren			FALSE																																Crocuta spelaea			FALSE
RGM.450278	IJstijd	DD3.2	Crocuta spelaea	Toren			FALSE																																Crocuta spelaea			FALSE
RGM.450279	IJstijd	DD3.2	Crocuta spelaea	Toren			FALSE																																Crocuta spelaea			FALSE
RGM.450280	IJstijd	DD3.2	Crocuta spelaea	Toren			FALSE																																Crocuta spelaea			FALSE
RGM.450281	IJstijd	DD3.2	Crocuta spelaea	Toren			FALSE																																Crocuta spelaea			FALSE
RGM.450282	IJstijd	DD3.2	Crocuta spelaea	Toren			FALSE																																Crocuta spelaea			FALSE
