tba.801.007	LiveScience	tba	tba	zwijn schedel	Draadbaan	Draadbaan	vide		FALSE	tba	zwijn schedel	Draadbaan	vide	FALSE																																											
tba.801.008	LiveScience	tba	tba	tijger schedel	Draadbaan	Draadbaan	vide		FALSE	tba	tijger schedel	Draadbaan	vide	FALSE																																											
tba.801.009	LiveScience	tba	tba	NIC: Miste collectie	Onbekend				FALSE	tba	NIC: Miste collectie			FALSE																																											
tba.801.010	LiveScience	tba	tba	NIC: zoogdier en Vogels (14 zoogdier, 22 vogel)	Onbekend				FALSE	tba	NIC: zoogdier en Vogels (14 zoogdier, 22 vogel)			FALSE																																											
tba.801.011	LiveScience	tba	tba	NIC: zoogdier en Vogels (29 zoogdier, 237 vogels)	Onbekend				FALSE	tba	NIC: zoogdier en Vogels (29 zoogdier, 237 vogels)			FALSE																																											
tba.801.013	LiveScience	tba	n.v.t.	Selectie meteorieten	Rooseveltstraat	Rooseveltstraat			FALSE	n.v.t.	Selectie meteorieten	Rooseveltstraat		FALSE																																											
tba.801.014	LiveScience	tba	tba	Legosteentjes	Toren	Toren			FALSE	tba	Legosteentjes	Toren		FALSE																																											
tba.801.015	LiveScience	tba	n.v.t.	Systematische mineralen collectie	Onbekend	TBA			FALSE	n.v.t.	Systematische mineralen collectie	TBA		FALSE																																											
tba.801.016	LiveScience	tba	n.v.t.	Slijpplaatjes	Rooseveltstraat	Rooseveltstraat			FALSE	n.v.t.	Slijpplaatjes	Rooseveltstraat		FALSE																																											
tba.801.017	LiveScience	tba	tba	Fossiele paardenstaarten	Toren	Toren	14rechts		FALSE	tba	Fossiele paardenstaarten	Toren	14rechts	FALSE																																											
tba.801.018	LiveScience	tba	tba	Versteend hout (2 stukken)	Rooseveltstraat	Rooseveltstraat	achterin linker gangpad. nu geblokkeerd met bieb meterbakken, kan er niet bij		FALSE	tba	Versteend hout (2 stukken)	Rooseveltstraat	achterin linker gangpad. nu geblokkeerd met bieb meterbakken, kan er niet bij	FALSE																																											
tba.801.019	LiveScience	tba	Deinogalerix koenigswaldi	Deinogalerix koenigswaldi	Toren	Toren			FALSE	Deinogalerix koenigswaldi	Deinogalerix koenigswaldi	Toren		FALSE																																											
tba.801.020	LiveScience	tba	tba	Terrorbird?	Onbekend				FALSE	tba	Terrorbird?			FALSE																																											
tba.801.021	LiveScience	tba	tba	Vulture	Draadbaan	Draadbaan	Draadbaan vide		FALSE	tba	Vulture	Draadbaan	Draadbaan vide	FALSE																																											
tba.801.022	LiveScience	tba	Podiceps grisegena	Roodhalsfuut	Draadbaan	Draadbaan	vide		FALSE	Podiceps grisegena	Roodhalsfuut	Draadbaan	vide	FALSE																																											
tba.801.023	LiveScience	tba	Tetrax tetrax	Kleine trap	Draadbaan	Draadbaan	vide		FALSE	Tetrax tetrax	Kleine trap	Draadbaan	vide	FALSE																																											
tba.801.024	LiveScience	tba	tba	crock suitcase	Draadbaan	Draadbaan	vide 		FALSE	tba	crock suitcase	Draadbaan	vide 	FALSE																																											
tba.801.025	LiveScience	tba	tba	small croc	Draadbaan	Draadbaan	vide 		FALSE	tba	small croc	Draadbaan	vide 	FALSE																																											
tba.801.026	LiveScience	tba	tba	small croc	Draadbaan	Draadbaan	vide 		FALSE	tba	small croc	Draadbaan	vide 	FALSE																																											
tba.801.027	LiveScience	tba	Buteo buteo	Buizerd	Draadbaan	Draadbaan	Draadbaan vide		FALSE	Buteo buteo	Buizerd	Draadbaan	Draadbaan vide	FALSE																																											
tba.801.028	LiveScience	tba	Falco tinnunculus	Torenvalk	Draadbaan	Draadbaan	Draadbaan vide		FALSE	Falco tinnunculus	Torenvalk	Draadbaan	Draadbaan vide	FALSE																																											
tba.801.029	LiveScience	tba	Lyrurus tetrix	Grouse pair	Draadbaan	Draadbaan	Draadbaan vide		FALSE	Lyrurus tetrix	Grouse pair	Draadbaan	Draadbaan vide	FALSE																																											
tba.801.030	LiveScience	tba	Pristis sp.	Zagen van zaagvissen 15-20 stuks	Toren	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst		FALSE	Pristis sp.	Zagen van zaagvissen 15-20 stuks	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE																																											
tba.801.031	LiveScience	tba	tba	spons	Draadbaan	Draadbaan	Draadbaan vide		FALSE	tba	spons	Draadbaan	Draadbaan vide	FALSE																																											
tba.801.032	LiveScience	tba	tba	llama	Draadbaan	Draadbaan	vide 		FALSE	tba	llama	Draadbaan	vide 	FALSE																																											
tba.801.033	LiveScience	tba	Hydropotes inermis	Water ree	Draadbaan	Draadbaan	vide 		FALSE	Hydropotes inermis	Water ree	Draadbaan	vide 	FALSE																																											
tba.801.034	LiveScience	tba	tba	visval	Draadbaan	Draadbaan	vide		FALSE	tba	visval	Draadbaan	vide	FALSE																																											
tba.801.035	LiveScience	tba	Cephalus elaphus	Kobus ellipsiprymnus	Toren	Toren	13L		FALSE	Cephalus elaphus	Kobus ellipsiprymnus	Toren	13L	FALSE																																											
tba.801.036	LiveScience	tba	tba	Schilderijen Rob van Assen (2)	Toren	Toren	4R		FALSE	tba	Schilderijen Rob van Assen (2)	Toren	4R	FALSE																																											
tba.801.037	LiveScience	tba	tba	Schilderijen Rob van Assen (2)	Draadbaan	Draadbaan	rechterkant van de vide		FALSE	tba	Schilderijen Rob van Assen (2)	Draadbaan	rechterkant van de vide	FALSE																																											
tba.801.038	LiveScience	tba	tba	dolfijn  (kop) modellen (7)	Draadbaan	Draadbaan	Draadbaan R6		FALSE	tba	dolfijn  (kop) modellen (7)	Draadbaan	Draadbaan R6	FALSE																																											
tba.801.039	LiveScience	tba	n.v.t.	Duboiskist	Extern	TBA	In het Van Steenis (leen)		FALSE	n.v.t.	Duboiskist	TBA	In het Van Steenis (leen)	FALSE																																											
tba.801.040	LiveScience	tba	Lepas anatifera	Gewone eendenmossel	Toren	Toren	18L, kast 152.002		FALSE	Lepas anatifera	Gewone eendenmossel	Toren	18L, kast 152.002	FALSE																																											
tba.801.041	LiveScience	tba	Homarus gammarus	gewone zeekreeft	Toren	Toren	18L, op tafel 18links klaargezet		FALSE	Homarus gammarus	gewone zeekreeft	Toren	18L, op tafel 18links klaargezet	FALSE																																											
tba.801.042	LiveScience	tba	tba	walvishuid met zeepokken	Toren	Toren	18L, op tafel 18links klaargezet		FALSE	tba	walvishuid met zeepokken	Toren	18L, op tafel 18links klaargezet	FALSE																																											
tba.801.043	LiveScience	tba	tba	bamboe rol	Toren	Darwinweg	nieuw depot herbarium		FALSE	tba	bamboe rol	Darwinweg	nieuw depot herbarium	FALSE																																											
tba.801.044	LiveScience	tba	tba	Diverse krabben/kreeften (7)	Draadbaan	Draadbaan	Draadbaan vide		FALSE	tba	Diverse krabben/kreeften (7)	Draadbaan	Draadbaan vide	FALSE																																											
tba.801.045	LiveScience	tba	Struthio camelus	Struisvogel skelet	Draadbaan	Draadbaan	bij lieveheersbeestjes		FALSE	Struthio camelus	Struisvogel skelet	Draadbaan	bij lieveheersbeestjes	FALSE																																											
tba.801.046	LiveScience	tba	n.v.t.	Tekeningen uit het archief	Toren	Toren			FALSE	n.v.t.	Tekeningen uit het archief	Toren		FALSE																																											
tba.801.047	LiveScience	tba	model van zee olifant	Favoriet Katja Peijnenburg	Onbekend				FALSE	model van zee olifant	Favoriet Katja Peijnenburg			FALSE																																											
tba.801.048	LiveScience	tba	slak en kever	Favoriet Kees van der Blom	Onbekend				FALSE	slak en kever	Favoriet Kees van der Blom			FALSE																																											
tba.801.049	LiveScience	tba	tba	Sprinkhaan	Toren	Toren	8links		FALSE	tba	Sprinkhaan	Toren	8links	FALSE																																											
tba.801.050	LiveScience	tba	bloomen: Vroegeling (Erophila verna) Kandelaartje (Saxifraga tridactylites)  Bleekgele droogbloem (Gnaphalium luteo-album)	Favoriet Marco Roos	Onbekend				FALSE	bloomen: Vroegeling (Erophila verna) Kandelaartje (Saxifraga tridactylites)  Bleekgele droogbloem (Gnaphalium luteo-album)	Favoriet Marco Roos			FALSE																																											
tba.801.051	LiveScience	tba	Carmen de monniksgieren (photo van)	Favoriet Marianne Fokkens	Onbekend				FALSE	Carmen de monniksgieren (photo van)	Favoriet Marianne Fokkens			FALSE																																											
tba.801.052	LiveScience	tba	tba	Mosasaurus	Rooseveltstraat	Rooseveltstraat			FALSE	tba	Mosasaurus	Rooseveltstraat		FALSE																																											
tba.801.053	LiveScience	tba	tba	Mierenleeuw	Vondellaan	Vondellaan	1e etage, opslagruimte ento		FALSE	tba	Mierenleeuw	Vondellaan	1e etage, opslagruimte ento	FALSE																																											
tba.801.054	LiveScience	tba	tba	Houtsnip	Draadbaan	Draadbaan	Draadbaan vide		FALSE	tba	Houtsnip	Draadbaan	Draadbaan vide	FALSE																																											
tba.801.055	LiveScience	tba	tba	Houtsnip	Draadbaan	Draadbaan	Draadbaan vide		FALSE	tba	Houtsnip	Draadbaan	Draadbaan vide	FALSE																																											
tba.801.056	LiveScience	tba	tba	Oud wapon	Draadbaan	Draadbaan	Draadbaan vide		FALSE	tba	Oud wapon	Draadbaan	Draadbaan vide	FALSE																																											
tba.802.001	Ontmoeting	802.L.001.005.04 Insecten	Eutracheles temmincki	Langsnuitkever	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Eutracheles temmincki	Langsnuitkever	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.002	Ontmoeting	802.L.001.005.04 Insecten	Chrysochroa fulminans	Prachtkever	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Chrysochroa fulminans	Prachtkever	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.003	Ontmoeting	802.L.001.005.04 Insecten	Cyphogastra javanica	Prachtkever	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Cyphogastra javanica	Prachtkever	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.004	Ontmoeting	802.L.001.005.04 Insecten	Sternocera orissa	Prachtkever	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Sternocera orissa	Prachtkever	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.005	Ontmoeting	802.L.001.005.04 Insecten	Chrysochroa buqueti	Prachtkever	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Chrysochroa buqueti	Prachtkever	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.006	Ontmoeting	802.L.001.005.04 Insecten	Carabus auronitens	Loopkever	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Carabus auronitens	Loopkever	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.007	Ontmoeting	802.L.001.005.04 Insecten	Callichroma auricomum	Boktor	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Callichroma auricomum	Boktor	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.008	Ontmoeting	802.L.001.005.04 Insecten	Trachyderes succincta	Boktor	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Trachyderes succincta	Boktor	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.009	Ontmoeting	802.L.001.005.04 Insecten	Sphingonotus mirabilis	Boktor	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Sphingonotus mirabilis	Boktor	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.010	Ontmoeting	802.L.001.005.04 Insecten	Cetonia aurata	Gouden tor	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Cetonia aurata	Gouden tor	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.011	Ontmoeting	802.L.001.005.04 Insecten	Lomaptera linae	Gouden tor	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Lomaptera linae	Gouden tor	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.012	Ontmoeting	802.L.001.005.04 Insecten	Trichius fasciatus	Penseelkever	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Trichius fasciatus	Penseelkever	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.013	Ontmoeting	802.L.001.005.04 Insecten	Neptunides polychrous	Gouden tor	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Neptunides polychrous	Gouden tor	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.014	Ontmoeting	802.L.001.005.04 Insecten	Protaetia speciosa	Gouden tor	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Protaetia speciosa	Gouden tor	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.015	Ontmoeting	802.L.001.005.04 Insecten	Agenysa caedemadens	Schildpadkever	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Agenysa caedemadens	Schildpadkever	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.016	Ontmoeting	802.L.001.005.04 Insecten	Aspidomorpha miliaris	Schildpadkever	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Aspidomorpha miliaris	Schildpadkever	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.017	Ontmoeting	802.L.001.005.04 Insecten	Eugenusa grossa	Schildpadkever	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Eugenusa grossa	Schildpadkever	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.018	Ontmoeting	802.L.001.005.04 Insecten	Sagra buqueti	Bladkever	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Sagra buqueti	Bladkever	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.019	Ontmoeting	802.L.001.005.04 Insecten	Sagra speciosa	Bladkever	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Sagra speciosa	Bladkever	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.020	Ontmoeting	802.L.001.005.04 Insecten	Synonycha grandis	Lieveheersbeestje	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Synonycha grandis	Lieveheersbeestje	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.021	Ontmoeting	802.L.001.005.04 Insecten	Eupholes sp.	Snuitkever	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Eupholes sp.	Snuitkever	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.022	Ontmoeting	802.L.001.005.04 Insecten	Pachyrrhynchus venustus	Snuitkever	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Pachyrrhynchus venustus	Snuitkever	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.023	Ontmoeting	802.L.001.005.04 Insecten	Eupholes sp.	Snuitkever	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Eupholes sp.	Snuitkever	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.024	Ontmoeting	802.L.001.005.04 Insecten	Ongedetermineerd	Snuitkever	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Ongedetermineerd	Snuitkever	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.025	Ontmoeting	802.L.001.005.04 Insecten	Alaus oculatus	Kniptor	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Alaus oculatus	Kniptor	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.026	Ontmoeting	802.L.001.005.04 Insecten	Semiotus intermedius	Kniptor	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Semiotus intermedius	Kniptor	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.027	Ontmoeting	802.L.001.005.04 Insecten	Eumorphus marginalis	Zwamkever	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Eumorphus marginalis	Zwamkever	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.028	Ontmoeting	802.L.001.005.04 Insecten	Erotylus giganticus	Tonderkever	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Erotylus giganticus	Tonderkever	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.029	Ontmoeting	802.L.001.005.04 Insecten	Meloe majalis	Oliekever (vrouw)	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Meloe majalis	Oliekever (vrouw)	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.030	Ontmoeting	802.L.001.005.04 Insecten	Melolontha melolontha	Gewone meikever	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Melolontha melolontha	Gewone meikever	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.031	Ontmoeting	802.L.001.005.04 Insecten	Oryctus dynastes	Klappertor	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Oryctus dynastes	Klappertor	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.032	Ontmoeting	802.L.001.005.04 Insecten	Ptenomela psittacina	Bladsprietkever	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Ptenomela psittacina	Bladsprietkever	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.033	Ontmoeting	802.L.001.005.04 Insecten	Macraspis festiva	Bladsprietkever	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Macraspis festiva	Bladsprietkever	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.034	Ontmoeting	802.L.001.005.04 Insecten	Pelidnota chamaeleon	Bladsprietkever	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Pelidnota chamaeleon	Bladsprietkever	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.035	Ontmoeting	802.L.001.005.04 Insecten	Scarabaeus sennaariensis	Scarabee	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Scarabaeus sennaariensis	Scarabee	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.036	Ontmoeting	802.L.001.005.04 Insecten	Nicrophorus vespilloides	Doodgraver	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Nicrophorus vespilloides	Doodgraver	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.037	Ontmoeting	802.L.001.005.04 Insecten	Sternodes caspicus	Zwartlijf	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Sternodes caspicus	Zwartlijf	Vondellaan	DW.E.08.016	n.v.t.																																						
tba.802.038	Ontmoeting	802.L.001.005.04 Insecten	Trictenotoma westwoodi	Kever	Vondellaan	Vondellaan	DW.E.08.016		n.v.t.						Trictenotoma westwoodi	Kever	Vondellaan	DW.E.08.016	n.v.t.																																						
